run_id,settlement_id,payment_id,order_id,type,amount,fee,tax,debit,credit,net_amount,currency,settled_at,unpacked_status,variance_category
RUN-SEED-mt4l32y2,setl_DGlQ104os78Ec,pay_N0920133,order_MOCK_10133,payment,22909,458.18,82.47,540.65,22909,22368.35,INR,2026-08-09T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920134,order_MOCK_10134,payment,26726,534.52,96.21,630.73,26726,26095.27,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920135,order_MOCK_10135,payment,11165,223.3,40.19,263.49,11165,10901.51,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920136,order_MOCK_10136,payment,31951,639.02,115.02,754.04,31951,31196.96,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920137,order_MOCK_10137,payment,19421,388.42,69.92,458.34,19421,18962.66,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920138,order_MOCK_10138,payment,4029,80.58,14.5,95.08,4029,3933.92,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920139,order_MOCK_10139,payment,18212,364.24,65.56,429.8,18212,17782.2,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920140,order_MOCK_10140,payment,7682,153.64,27.66,181.3,7682,7500.7,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920141,order_MOCK_10141,payment,30113,602.26,108.41,710.67,30113,29402.33,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920142,order_MOCK_10142,payment,1498,29.96,5.39,35.35,1498,1462.65,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920143,order_MOCK_10143,payment,34776,695.52,125.19,820.71,34776,33955.29,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920144,order_MOCK_10144,refund,-10162,0,0,10162,0,-10162,INR,2026-08-11T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920145,order_MOCK_10145,payment,24173,483.46,87.02,570.48,24173,23602.52,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920146,order_MOCK_10146,payment,23123,462.46,83.24,545.7,23123,22577.3,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920147,order_MOCK_10147,payment,28689,573.78,103.28,677.06,28689,28011.94,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920148,order_MOCK_10148,payment,20911,418.22,75.28,493.5,20911,20417.5,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920149,order_MOCK_10149,payment,3794,75.88,13.66,89.54,3794,3704.46,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920150,order_MOCK_10150,payment,29755,595.1,107.12,702.22,29755,29052.78,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920151,order_MOCK_10151,payment,21201,424.02,76.32,500.34,21201,20700.66,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920152,order_MOCK_10152,payment,26993,539.86,97.17,637.03,26993,26355.97,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920153,order_MOCK_10153,payment,31506,630.12,113.42,743.54,31506,30762.46,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920154,order_MOCK_10154,payment,26127,522.54,94.06,616.6,26127,25510.4,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920155,order_MOCK_10155,payment,11337,226.74,40.81,267.55,11337,11069.45,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920156,order_MOCK_10156,payment,13050,261,46.98,307.98,13050,12742.02,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920157,order_MOCK_10157,payment,5157,103.14,18.57,121.71,5157,5035.29,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920158,order_MOCK_10158,payment,26338,526.76,94.82,621.58,26338,25716.42,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920159,order_MOCK_10159,refund,-20767,0,0,20767,0,-20767,INR,2026-08-11T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920160,order_MOCK_10160,payment,26549,530.98,95.58,626.56,26549,25922.44,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920161,order_MOCK_10161,payment,23858,477.16,85.89,563.05,23858,23294.95,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920162,order_MOCK_10162,payment,14834,296.68,53.4,350.08,14834,14483.92,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920163,order_MOCK_10163,payment,37752,755.04,135.91,890.95,37752,36861.05,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ105os78Ec,pay_N0920164,order_MOCK_10164,payment,12789,255.78,46.04,301.82,12789,12487.18,INR,2026-08-11T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920165,order_MOCK_10165,refund,-31080,0,0,31080,0,-31080,INR,2026-08-13T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920166,order_MOCK_10166,payment,32030,640.6,115.31,755.91,32030,31274.09,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920167,order_MOCK_10167,payment,12727,254.54,45.82,300.36,12727,12426.64,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920168,order_MOCK_10168,refund,-37832,0,0,37832,0,-37832,INR,2026-08-13T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920169,order_MOCK_10169,payment,3131,62.62,11.27,73.89,3131,3057.11,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920170,order_MOCK_10170,payment,19231,384.62,69.23,453.85,19231,18777.15,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920171,order_MOCK_10171,refund,-12191,0,0,12191,0,-12191,INR,2026-08-13T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920172,order_MOCK_10172,payment,4703,94.06,16.93,110.99,4703,4592.01,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920173,order_MOCK_10173,refund,-5019,0,0,5019,0,-5019,INR,2026-08-13T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920174,order_MOCK_10174,payment,5436,108.72,19.57,128.29,5436,5307.71,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920175,order_MOCK_10175,payment,24767,495.34,89.16,584.5,24767,24182.5,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920176,order_MOCK_10176,payment,36587,731.74,131.71,863.45,36587,35723.55,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920177,order_MOCK_10177,payment,25317,506.34,91.14,597.48,25317,24719.52,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920178,order_MOCK_10178,payment,37114,742.28,133.61,875.89,37114,36238.11,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920179,order_MOCK_10179,payment,21739,434.78,78.26,513.04,21739,21225.96,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920180,order_MOCK_10180,payment,4870,97.4,17.53,114.93,4870,4755.07,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920181,order_MOCK_10181,payment,32832,656.64,118.2,774.84,32832,32057.16,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920182,order_MOCK_10182,payment,29247,584.94,105.29,690.23,29247,28556.77,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920183,order_MOCK_10183,payment,36331,726.62,130.79,857.41,36331,35473.59,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920184,order_MOCK_10184,payment,1272,25.44,4.58,30.02,1272,1241.98,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920185,order_MOCK_10185,payment,31619,632.38,113.83,746.21,31619,30872.79,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920186,order_MOCK_10186,payment,33177,663.54,119.44,782.98,33177,32394.02,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920187,order_MOCK_10187,payment,15994,319.88,57.58,377.46,15994,15616.54,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920188,order_MOCK_10188,payment,11643,232.86,41.91,274.77,11643,11368.23,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920189,order_MOCK_10189,payment,2287,45.74,8.23,53.97,2287,2233.03,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920190,order_MOCK_10190,payment,20031,400.62,72.11,472.73,20031,19558.27,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920191,order_MOCK_10191,payment,23177,463.54,83.44,546.98,23177,22630.02,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920192,order_MOCK_10192,payment,34274,685.48,123.39,808.87,34274,33465.13,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920193,order_MOCK_10193,payment,35950,719,129.42,848.42,35950,35101.58,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920194,order_MOCK_10194,payment,30700,614,110.52,724.52,30700,29975.48,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920195,order_MOCK_10195,payment,23737,474.74,85.45,560.19,23737,23176.81,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920196,order_MOCK_10196,payment,33720,674.4,121.39,795.79,33720,32924.21,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920197,order_MOCK_10197,payment,22189,443.78,79.88,523.66,22189,21665.34,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ106os78Ec,pay_N0920198,order_MOCK_10198,payment,14671,293.42,52.82,346.24,14671,14324.76,INR,2026-08-13T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920199,order_MOCK_10199,payment,30619,612.38,110.23,722.61,30619,29896.39,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920200,order_MOCK_10200,payment,2785,55.7,10.03,65.73,2785,2719.27,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920201,order_MOCK_10201,refund,-12848,0,0,12848,0,-12848,INR,2026-08-15T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920202,order_MOCK_10202,payment,26428,528.56,95.14,623.7,26428,25804.3,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920203,order_MOCK_10203,payment,7493,149.86,26.97,176.83,7493,7316.17,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920204,order_MOCK_10204,payment,29997,599.94,107.99,707.93,29997,29289.07,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920205,order_MOCK_10205,payment,8407,168.14,30.27,198.41,8407,8208.59,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920206,order_MOCK_10206,payment,22164,443.28,79.79,523.07,22164,21640.93,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920207,order_MOCK_10207,payment,4235,84.7,15.25,99.95,4235,4135.05,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920208,order_MOCK_10208,payment,26500,530,95.4,625.4,26500,25874.6,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920209,order_MOCK_10209,payment,18315,366.3,65.93,432.23,18315,17882.77,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920210,order_MOCK_10210,payment,18939,378.78,68.18,446.96,18939,18492.04,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920211,order_MOCK_10211,payment,24984,499.68,89.94,589.62,24984,24394.38,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920212,order_MOCK_10212,payment,21611,432.22,77.8,510.02,21611,21100.98,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920213,order_MOCK_10213,payment,19741,394.82,71.07,465.89,19741,19275.11,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920214,order_MOCK_10214,payment,35053,701.06,126.19,827.25,35053,34225.75,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920215,order_MOCK_10215,refund,-24554,0,0,24554,0,-24554,INR,2026-08-15T09:00:00.000Z,pending,refund_deduction
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920216,order_MOCK_10216,payment,37778,755.56,136,891.56,37778,36886.44,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920217,order_MOCK_10217,payment,18055,361.1,65,426.1,18055,17628.9,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920218,order_MOCK_10218,payment,4499,89.98,16.2,106.18,4499,4392.82,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920219,order_MOCK_10219,payment,21984,439.68,79.14,518.82,21984,21465.18,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920220,order_MOCK_10220,payment,10026,200.52,36.09,236.61,10026,9789.39,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920221,order_MOCK_10221,payment,20889,417.78,75.2,492.98,20889,20396.02,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920222,order_MOCK_10222,payment,24538,490.76,88.34,579.1,24538,23958.9,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920223,order_MOCK_10223,payment,28114,562.28,101.21,663.49,28114,27450.51,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920224,order_MOCK_10224,payment,24153,483.06,86.95,570.01,24153,23582.99,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920225,order_MOCK_10225,payment,18059,361.18,65.01,426.19,18059,17632.81,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920226,order_MOCK_10226,payment,23201,464.02,83.52,547.54,23201,22653.46,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920227,order_MOCK_10227,payment,10553,211.06,37.99,249.05,10553,10303.95,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920228,order_MOCK_10228,payment,32960,659.2,118.66,777.86,32960,32182.14,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920229,order_MOCK_10229,payment,15099,301.98,54.36,356.34,15099,14742.66,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920230,order_MOCK_10230,payment,34360,687.2,123.7,810.9,34360,33549.1,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920231,order_MOCK_10231,payment,5183,103.66,18.66,122.32,5183,5060.68,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920232,order_MOCK_10232,payment,9225,184.5,33.21,217.71,9225,9007.29,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920233,order_MOCK_10233,payment,32536,650.72,117.13,767.85,32536,31768.15,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ107os78Ec,pay_N0920234,order_MOCK_10234,payment,1651,33.02,5.94,38.96,1651,1612.04,INR,2026-08-15T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920235,order_MOCK_10235,payment,6786,135.72,24.43,160.15,6786,6625.85,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920236,order_MOCK_10236,payment,5059,101.18,18.21,119.39,5059,4939.61,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920237,order_MOCK_10237,payment,23234,464.68,83.64,548.32,23234,22685.68,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920238,order_MOCK_10238,payment,15366,307.32,55.32,362.64,15366,15003.36,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920239,order_MOCK_10239,payment,2891,57.82,10.41,68.23,2891,2822.77,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920240,order_MOCK_10240,payment,24571,491.42,88.46,579.88,24571,23991.12,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920241,order_MOCK_10241,payment,16398,327.96,59.03,386.99,16398,16011.01,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920242,order_MOCK_10242,payment,4877,97.54,17.56,115.1,4877,4761.9,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920243,order_MOCK_10243,payment,7751,155.02,27.9,182.92,7751,7568.08,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920244,order_MOCK_10244,payment,24268,485.36,87.36,572.72,24268,23695.28,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920245,order_MOCK_10245,payment,13081,261.62,47.09,308.71,13081,12772.29,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920246,order_MOCK_10246,payment,36514,730.28,131.45,861.73,36514,35652.27,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920247,order_MOCK_10247,payment,18927,378.54,68.14,446.68,18927,18480.32,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920248,order_MOCK_10248,payment,9292,185.84,33.45,219.29,9292,9072.71,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920249,order_MOCK_10249,payment,35175,703.5,126.63,830.13,35175,34344.87,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920250,order_MOCK_10250,payment,15810,316.2,56.92,373.12,15810,15436.88,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920251,order_MOCK_10251,payment,37274,745.48,134.19,879.67,37274,36394.33,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920252,order_MOCK_10252,payment,37256,745.12,134.12,879.24,37256,36376.76,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920253,order_MOCK_10253,payment,29096,581.92,104.75,686.67,29096,28409.33,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920254,order_MOCK_10254,payment,16564,331.28,59.63,390.91,16564,16173.09,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920255,order_MOCK_10255,payment,18543,370.86,66.75,437.61,18543,18105.39,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920256,order_MOCK_10256,payment,8345,166.9,30.04,196.94,8345,8148.06,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920257,order_MOCK_10257,payment,31816,636.32,114.54,750.86,31816,31065.14,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920258,order_MOCK_10258,payment,3914,78.28,14.09,92.37,3914,3821.63,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920259,order_MOCK_10259,payment,28140,562.8,101.3,664.1,28140,27475.9,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920260,order_MOCK_10260,payment,34909,698.18,125.67,823.85,34909,34085.15,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ108os78Ec,pay_N0920261,order_MOCK_10261,payment,29000,580,104.4,684.4,29000,28315.6,INR,2026-08-17T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ109os78Ec,pay_N0920262,order_MOCK_10262,payment,32739,654.78,117.86,772.64,32739,31966.36,INR,2026-08-19T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ109os78Ec,pay_N0920263,order_MOCK_10263,payment,35741,714.82,128.67,843.49,35741,34897.51,INR,2026-08-19T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ109os78Ec,pay_N0920264,order_MOCK_10264,payment,18540,370.8,66.74,437.54,18540,18102.46,INR,2026-08-19T09:00:00.000Z,pending,mdr_fee
RUN-SEED-mt4l32y2,setl_DGlQ109os78Ec,pay_N0920265,order_MOCK_10265,payment,31773,635.46,114.38,749.84,31773,31023.16,INR,2026-08-19T09:00:00.000Z,pending,mdr_fee
