id,date,amount,utr_ref,narration
BNK-008dd9bc,2026-07-25,414375.9,UTR-MOCK-10066,NEFT/UTR-MOCK-10066/MSFT AZURE/INV-10066
BNK-6a648cbe,2026-08-18,626.72,UTR-MOCK-10454,CHG/IMPS OUTWARD TXN CONVENIENCE FEE + GST/REF-10454
BNK-2a3abae6,2026-08-05,112737.43,UTR-MOCK-10204,NEFT/UTR-MOCK-10204/ATLASSIAN JIRA/INV-10204
BNK-06358047,2026-07-25,271305.39,UTR-MOCK-10017,NEFT/UTR-MOCK-10017/BHARTI AIRTEL/INV-10017
BNK-86c34f02,2026-07-23,6386.61,UTR-MOCK-10207,NEFT/UTR-MOCK-10207/FRESHWORKS/INV-10207
BNK-7b15c308,2026-07-29,2411.72,UTR-MOCK-10443,CHG/IMPS OUTWARD TXN CONVENIENCE FEE + GST/REF-10443
BNK-f17e0eb1,2026-08-18,232388.52,UTR-MOCK-10248,NEFT/UTR-MOCK-10248/FRESHWORKS/INV-10248
BNK-26e5b680,2026-08-12,209346.02,UTR-MOCK-10054,NEFT/UTR-MOCK-10054/PWC CONSULTING/INV-10054
BNK-11308ac7,2026-08-07,204008.98,UTR-MOCK-10342,RTGS-OUT/UTR-MOCK-10342/RAZORPAY SERVICES
BNK-775919de,2026-07-30,193636.67,UTR-MOCK-10008,NEFT/UTR-MOCK-10008/GOOGLE WORKSPACE/INV-10008
BNK-17827bf0,2026-08-14,435777.68,UTR-MOCK-10023,NEFT/UTR-MOCK-10023/PWC CONSULTING/INV-10023
BNK-1e895234,2026-08-18,286426.25,UTR-MOCK-10068,NEFT/UTR-MOCK-10068/SWIGGY B2B/INV-10068
BNK-516940b0,2026-07-30,449868.97,UTR-MOCK-10233,NEFT/UTR-MOCK-10233/HUBSPOT MARKETING/INV-10233
BNK-f534ae46,2026-08-14,101846.92,UTR-MOCK-10090,NEFT/UTR-MOCK-10090/DELHIVERY LOGISTICS/INV-10090
BNK-ab57e4b6,2026-08-10,364954.26,UTR-MOCK-10034,NEFT/UTR-MOCK-10034/GITHUB INC/INV-10034
BNK-464deca8,2026-08-17,58908.19,UTR-MOCK-10420,NEFT/UTR-MOCK-10420/HUBSPOT MARKETING/INV-10420
BNK-671ddde7,2026-08-01,348073.28,UTR-MOCK-10199,NEFT/UTR-MOCK-10199/ATLASSIAN JIRA/INV-10199
BNK-7f31dd4c,2026-08-16,79316.56,UTR-MOCK-10498,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10498/UNRECORDED
BNK-e9c9e0ea,2026-07-30,55781.23,UTR-MOCK-10105,NEFT/UTR-MOCK-10105/ZOHO CORP/INV-10105
BNK-972823b4,2026-08-06,4275.5,UTR-MOCK-10456,CHG/CURRENT ACCOUNT QUARTERLY LEDGER FOLIO CHG/REF-10456
BNK-aba9209a,2026-08-20,126704.37,UTR-MOCK-10487,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10487/UNRECORDED
BNK-b0d50708,2026-08-08,173698.6,UTR-MOCK-10194,NEFT/UTR-MOCK-10194/HUBSPOT MARKETING/INV-10194
BNK-579b038b,2026-08-08,195451.24,UTR-MOCK-10268,NEFT/UTR-MOCK-10268/UBER BIZ/INV-10268
BNK-5b3332fe,2026-07-27,47889.52,UTR-MOCK-10278,NEFT/UTR-MOCK-10278/FRESHWORKS/INV-10278
BNK-428a1028,2026-08-07,118295.86,UTR-MOCK-10481,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10481/UNRECORDED
BNK-19f11f7a,2026-08-15,328299.84,UTR-MOCK-10284,NEFT/UTR-MOCK-10284/GOOGLE WORKSPACE/INV-10284
BNK-e8607335,2026-08-12,12099.06,UTR-MOCK-10424,NEFT/UTR-MOCK-10424/ZOHO CORP/INV-10424
BNK-11c3579b,2026-08-13,1110.5,UTR-MOCK-10449,CHG/BANK GUARANTEE SERVICING FEE/REF-10449
BNK-d73ac2de,2026-08-17,20477.4,UTR-MOCK-10197,NEFT/UTR-MOCK-10197/AWS CLOUD/INV-10197
BNK-52f0668a,2026-08-17,63948.88,UTR-MOCK-10489,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10489/UNRECORDED
BNK-b06acb4f,2026-07-25,305052.3,UTR-MOCK-10175,NEFT/UTR-MOCK-10175/TATA COMM/INV-10175
BNK-40ed886e,2026-08-16,109140.63,UTR-MOCK-10223,NEFT/UTR-MOCK-10223/SLACK TECH/INV-10223
BNK-2c9154e0,2026-08-01,213604.77,UTR-MOCK-10396,IMPS/P2A/UTR-MOCK-10396/DELHIV/SETTLEMENT
BNK-60b910e4,2026-08-10,362935.09,UTR-MOCK-10240,NEFT/UTR-MOCK-10240/RAZORPAY/INV-10240
BNK-112267bc,2026-08-17,176954.73,UTR-MOCK-10134,NEFT/UTR-MOCK-10134/GOOGLE WORKSPACE/INV-10134
BNK-f93810a5,2026-08-16,3619.5,UTR-MOCK-10452,CHG/CMS MONTHLY MAINTENANCE CHARGES/REF-10452
BNK-96f70a61,2026-08-16,127170.38,UTR-MOCK-10247,NEFT/UTR-MOCK-10247/TATA COMM/INV-10247
BNK-cc5c0b0b,2026-08-15,71590.36,UTR-MOCK-10436,NEFT/UTR-MOCK-10436/UBER BIZ/INV-10436
BNK-969b231a,2026-08-09,275880.74,UTR-MOCK-10006,NEFT/UTR-MOCK-10006/KPMG AUDIT/INV-10006
BNK-c1a631e2,2026-08-10,16122.51,UTR-MOCK-10148,NEFT/UTR-MOCK-10148/GOOGLE WORKSPACE/INV-10148
BNK-91941fbb,2026-07-24,209849.37,UTR-MOCK-10414,UPI/CR/UTR-MOCK-10414/PWC INDIA /PAYMENT
BNK-89224259,2026-07-30,106195.35,UTR-MOCK-10376,IMPS/P2A/UTR-MOCK-10376/GOOGLE/SETTLEMENT
BNK-b82cfc93,2026-08-08,13746.85,UTR-MOCK-10417-DUP,NEFT/UTR-MOCK-10417/MSFT AZURE/INV-10417 RE-POST
BNK-ec6eca29,2026-08-08,12970.69,UTR-MOCK-10303,NEFT/UTR-MOCK-10303/MSFT AZURE/INV-10303
BNK-51124483,2026-07-30,3682.5,UTR-MOCK-10451,CHG/BULK RTGS PROCESSING CHARGE/REF-10451
BNK-758e902f,2026-08-01,237215.56,UTR-MOCK-10228,NEFT/UTR-MOCK-10228/MSFT AZURE/INV-10228
BNK-443ab677,2026-08-04,76712.08,UTR-MOCK-10007,NEFT/UTR-MOCK-10007/SWIGGY B2B/INV-10007
BNK-848c09ac,2026-08-13,26353.49,UTR-MOCK-10195,NEFT/UTR-MOCK-10195/UBER BIZ/INV-10195
BNK-85080fec,2026-08-17,-29787.73,UTR-MOCK-10468,REFUND/CR/UTR-MOCK-10468/HUBSPOT MARKETING/OVERPAYMENT REVERSAL
BNK-80af584c,2026-08-09,55429.44,UTR-MOCK-10347,IMPS/P2A/UTR-MOCK-10347/WEWORK/SETTLEMENT
BNK-44a6f4ea,2026-08-11,206223.22,UTR-MOCK-10185,NEFT/UTR-MOCK-10185/STRIPE PAY/INV-10185
BNK-7d392ad3,2026-07-30,94022.36,UTR-MOCK-10083,NEFT/UTR-MOCK-10083/NOTION HQ/INV-10083
BNK-a394b948,2026-07-18,234484.92,UTR-MOCK-10328,UPI/CR/UTR-MOCK-10328/UBER FOR B/PAYMENT
BNK-ee3f7781,2026-07-29,78741.74,UTR-MOCK-10121,NEFT/UTR-MOCK-10121/RAZORPAY/INV-10121
BNK-f2eaeb07,2026-08-03,239545.1,UTR-MOCK-10022,NEFT/UTR-MOCK-10022/WEWORK COWORKING/INV-10022
BNK-25bb6d37,2026-08-13,279674.07,UTR-MOCK-10062,NEFT/UTR-MOCK-10062/UBER BIZ/INV-10062
BNK-65354144,2026-07-25,440727.53,UTR-MOCK-10152,NEFT/UTR-MOCK-10152/MSFT AZURE/INV-10152
BNK-e5846cd4,2026-08-05,89119.85,UTR-MOCK-10221,NEFT/UTR-MOCK-10221/UBER BIZ/INV-10221
BNK-385ed607,2026-08-01,109187.22,UTR-MOCK-10370,UPI/CR/UTR-MOCK-10370/UBER FOR B/PAYMENT
BNK-00909655,2026-08-08,399059.06,UTR-MOCK-10296,NEFT/UTR-MOCK-10296/SWIGGY B2B/INV-10296
BNK-16b44e53,2026-07-28,4395.5,UTR-MOCK-10458,CHG/CMS MONTHLY MAINTENANCE CHARGES/REF-10458
BNK-49c519d2,2026-08-02,393635.56,UTR-MOCK-10151,NEFT/UTR-MOCK-10151/HUBSPOT MARKETING/INV-10151
BNK-8e7248e7,2026-08-02,373694.45,UTR-MOCK-10217,NEFT/UTR-MOCK-10217/NOTION HQ/INV-10217
BNK-1c22de1b,2026-08-11,383695.59,UTR-MOCK-10264,NEFT/UTR-MOCK-10264/AWS CLOUD/INV-10264
BNK-b431a112,2026-07-30,2367,UTR-MOCK-10446,CHG/IMPS OUTWARD TXN CONVENIENCE FEE + GST/REF-10446
BNK-1420f47b,2026-08-20,-16219.11,UTR-MOCK-10471,REFUND/CR/UTR-MOCK-10471/DELHIVERY LOGISTICS/OVERPAYMENT REVERSAL
BNK-11b5c97e,2026-08-06,31245.05,UTR-MOCK-10438-DUP,NEFT/UTR-MOCK-10438/ATLASSIAN JIRA/INV-10438 RE-POST
BNK-6b931ff2,2026-08-16,355702.74,UTR-MOCK-10070,NEFT/UTR-MOCK-10070/DELHIVERY LOGISTICS/INV-10070
BNK-5dc1d9b7,2026-08-13,32887.4,UTR-MOCK-10032,NEFT/UTR-MOCK-10032/NOTION HQ/INV-10032
BNK-03c5f082,2026-08-02,34153.85,UTR-MOCK-10080,NEFT/UTR-MOCK-10080/GOOGLE WORKSPACE/INV-10080
BNK-f77fcb42,2026-08-11,74102.06,UTR-MOCK-10493,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10493/UNRECORDED
BNK-50939a59,2026-08-15,71590.36,UTR-MOCK-10436-DUP,NEFT/UTR-MOCK-10436/UBER BIZ/INV-10436 RE-POST
BNK-3df04344,2026-08-15,214581.87,UTR-MOCK-10189,NEFT/UTR-MOCK-10189/MSFT AZURE/INV-10189
BNK-53570b52,2026-08-20,31728.2,UTR-MOCK-10500,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10500/UNRECORDED
BNK-32d0eaa3,2026-08-04,74634.46,UTR-MOCK-10193,NEFT/UTR-MOCK-10193/NOTION HQ/INV-10193
BNK-5138a56f,2026-08-04,155027.74,UTR-MOCK-10203,NEFT/UTR-MOCK-10203/HUBSPOT MARKETING/INV-10203
BNK-5bf653dc,2026-08-07,177985.07,UTR-MOCK-10276,NEFT/UTR-MOCK-10276/SWIGGY B2B/INV-10276
BNK-9fac14df,2026-08-02,-9324.88,UTR-MOCK-10466,REFUND/CR/UTR-MOCK-10466/MSFT AZURE/OVERPAYMENT REVERSAL
BNK-14229844,2026-08-06,112995.72,UTR-MOCK-10332,RTGS-OUT/UTR-MOCK-10332/ATLASSIAN JIRA SERVICES
BNK-ec891dcb,2026-07-29,149202.81,UTR-MOCK-10293,NEFT/UTR-MOCK-10293/PWC CONSULTING/INV-10293
BNK-11752bed,2026-08-11,354439.76,UTR-MOCK-10183,NEFT/UTR-MOCK-10183/PWC CONSULTING/INV-10183
BNK-91d98b85,2026-08-19,34490.65,UTR-MOCK-10216,NEFT/UTR-MOCK-10216/TATA COMM/INV-10216
BNK-bb013fe6,2026-08-08,110441.38,UTR-MOCK-10377,UPI/CR/UTR-MOCK-10377/HUBSPOT IR/PAYMENT
BNK-d9307fb4,2026-08-08,355720.88,UTR-MOCK-10025,NEFT/UTR-MOCK-10025/DELHIVERY LOGISTICS/INV-10025
BNK-1a8b6481,2026-07-25,129237.59,UTR-MOCK-10345,UPI/CR/UTR-MOCK-10345/PWC INDIA /PAYMENT
BNK-53c2e018,2026-07-28,48871.21,UTR-MOCK-10128,NEFT/UTR-MOCK-10128/AWS CLOUD/INV-10128
BNK-b352a6ac,2026-07-25,230629.2,UTR-MOCK-10111,NEFT/UTR-MOCK-10111/TATA COMM/INV-10111
BNK-91297db3,2026-07-27,394571.89,UTR-MOCK-10019,NEFT/UTR-MOCK-10019/RAZORPAY/INV-10019
BNK-e894eff7,2026-08-10,70937.99,UTR-MOCK-10059,NEFT/UTR-MOCK-10059/HUBSPOT MARKETING/INV-10059
BNK-3d00f058,2026-07-18,77883.7,UTR-MOCK-10415,RTGS-OUT/UTR-MOCK-10415/KPMG AUDIT SERVICES
BNK-fafa1b53,2026-07-27,105357.73,UTR-MOCK-10122,NEFT/UTR-MOCK-10122/ZOHO CORP/INV-10122
BNK-fd7c5bbc,2026-08-08,169279.37,UTR-MOCK-10267,NEFT/UTR-MOCK-10267/DELHIVERY LOGISTICS/INV-10267
BNK-eab87174,2026-08-15,3176,UTR-MOCK-10447,CHG/CORPORATE NETBANKING TOKEN RENEWAL CHARGE/REF-10447
BNK-757269cf,2026-08-01,427962.02,UTR-MOCK-10097,NEFT/UTR-MOCK-10097/HUBSPOT MARKETING/INV-10097
BNK-68ccb83f,2026-07-23,217888.49,UTR-MOCK-10388,ACH-DR/UTR-MOCK-10388/BHARTI AIRTEL/BILL-10388
BNK-3a1e6852,2026-08-06,103146.22,UTR-MOCK-10337,RTGS-OUT/UTR-MOCK-10337/TATA COMM SERVICES
BNK-94f59362,2026-07-28,72733.47,UTR-MOCK-10074,NEFT/UTR-MOCK-10074/TATA COMM/INV-10074
BNK-cc65d4a3,2026-07-30,223795.75,UTR-MOCK-10166,NEFT/UTR-MOCK-10166/DELHIVERY LOGISTICS/INV-10166
BNK-a07c4f51,2026-08-15,350136.13,UTR-MOCK-10046,NEFT/UTR-MOCK-10046/ATLASSIAN JIRA/INV-10046
BNK-c9aa65b2,2026-08-05,142423.37,UTR-MOCK-10257,NEFT/UTR-MOCK-10257/UBER BIZ/INV-10257
BNK-72b05833,2026-08-20,379967.87,UTR-MOCK-10312,NEFT/UTR-MOCK-10312/BHARTI AIRTEL/INV-10312
BNK-a1b2d7fc,2026-08-11,440344.04,UTR-MOCK-10131,NEFT/UTR-MOCK-10131/MSFT AZURE/INV-10131
BNK-ca42ba83,2026-07-27,331935.96,UTR-MOCK-10319,NEFT/UTR-MOCK-10319/MSFT AZURE/INV-10319
BNK-b307fae2,2026-08-06,3651.5,UTR-MOCK-10455,CHG/CORPORATE NETBANKING TOKEN RENEWAL CHARGE/REF-10455
BNK-fceabb14,2026-08-09,28169.56,UTR-MOCK-10119,NEFT/UTR-MOCK-10119/TATA COMM/INV-10119
BNK-b7daf60e,2026-08-02,172571.36,UTR-MOCK-10142,NEFT/UTR-MOCK-10142/SLACK TECH/INV-10142
BNK-17ddc907,2026-08-12,24277.52,UTR-MOCK-10157,NEFT/UTR-MOCK-10157/KPMG AUDIT/INV-10157
BNK-b4b22bfc,2026-08-19,355824.89,UTR-MOCK-10210,NEFT/UTR-MOCK-10210/KPMG AUDIT/INV-10210
BNK-4410dafd,2026-08-19,426660.16,UTR-MOCK-10184,NEFT/UTR-MOCK-10184/RAZORPAY/INV-10184
BNK-af4073cf,2026-07-22,421466.89,UTR-MOCK-10058,NEFT/UTR-MOCK-10058/DELHIVERY LOGISTICS/INV-10058
BNK-b4775b9c,2026-07-30,288570.48,UTR-MOCK-10137,NEFT/UTR-MOCK-10137/MSFT AZURE/INV-10137
BNK-5dc601af,2026-07-24,314097.04,UTR-MOCK-10202,NEFT/UTR-MOCK-10202/NOTION HQ/INV-10202
BNK-a1815b97,2026-08-07,226339.21,UTR-MOCK-10413,RTGS-OUT/UTR-MOCK-10413/SWIGGY B2B SERVICES
BNK-ace106cf,2026-08-15,73951.58,UTR-MOCK-10411,ACH-DR/UTR-MOCK-10411/GOOGLE WORKSPACE/BILL-10411
BNK-8bc3a161,2026-08-20,422923.53,UTR-MOCK-10299,NEFT/UTR-MOCK-10299/TATA COMM/INV-10299
BNK-effdc3dc,2026-08-09,76423.38,UTR-MOCK-10485,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10485/UNRECORDED
BNK-2feea2a8,2026-08-12,398552.17,UTR-MOCK-10198,NEFT/UTR-MOCK-10198/TATA COMM/INV-10198
BNK-e606a0bb,2026-07-27,277778.09,UTR-MOCK-10261,NEFT/UTR-MOCK-10261/HUBSPOT MARKETING/INV-10261
BNK-aa476b2e,2026-08-19,107014.92,UTR-MOCK-10229,NEFT/UTR-MOCK-10229/AWS CLOUD/INV-10229
BNK-893a26f2,2026-08-15,270901.63,UTR-MOCK-10127,NEFT/UTR-MOCK-10127/AWS CLOUD/INV-10127
BNK-8490de88,2026-07-31,307329.63,UTR-MOCK-10150,NEFT/UTR-MOCK-10150/MSFT AZURE/INV-10150
BNK-281a2b3c,2026-07-30,197889.77,UTR-MOCK-10114,NEFT/UTR-MOCK-10114/SWIGGY B2B/INV-10114
BNK-1be11ca6,2026-08-16,-26283.42,UTR-MOCK-10478,REFUND/CR/UTR-MOCK-10478/ZOHO CORP/OVERPAYMENT REVERSAL
BNK-e429e71a,2026-08-02,109277.43,UTR-MOCK-10200,NEFT/UTR-MOCK-10200/ZOHO CORP/INV-10200
BNK-0e6e3069,2026-07-17,43172.42,UTR-MOCK-10405,RTGS-OUT/UTR-MOCK-10405/SWIGGY B2B SERVICES
BNK-21dc12e6,2026-07-29,1899,UTR-MOCK-10453,CHG/CURRENT ACCOUNT QUARTERLY LEDGER FOLIO CHG/REF-10453
BNK-5d830e08,2026-07-22,171525.14,UTR-MOCK-10028,NEFT/UTR-MOCK-10028/RAZORPAY/INV-10028
BNK-5cdba113,2026-08-05,77516.2,UTR-MOCK-10394,ACH-DR/UTR-MOCK-10394/KPMG AUDIT/BILL-10394
BNK-1170c893,2026-08-14,141902.31,UTR-MOCK-10380,UPI/CR/UTR-MOCK-10380/AMAZON WEB/PAYMENT
BNK-d565fd27,2026-08-16,24763.23,UTR-MOCK-10433,NEFT/UTR-MOCK-10433/STRIPE PAY/INV-10433
BNK-8adf5875,2026-08-18,143987.01,UTR-MOCK-10116,NEFT/UTR-MOCK-10116/GOOGLE WORKSPACE/INV-10116
BNK-4d585e09,2026-08-18,138858.06,UTR-MOCK-10094,NEFT/UTR-MOCK-10094/NOTION HQ/INV-10094
BNK-9091f849,2026-08-01,77784.81,UTR-MOCK-10009,NEFT/UTR-MOCK-10009/KPMG AUDIT/INV-10009
BNK-8d015ed8,2026-08-17,81791.31,UTR-MOCK-10270,NEFT/UTR-MOCK-10270/ATLASSIAN JIRA/INV-10270
BNK-76fab75d,2026-08-16,307720.73,UTR-MOCK-10302,NEFT/UTR-MOCK-10302/SLACK TECH/INV-10302
BNK-87932a49,2026-08-08,59890.23,UTR-MOCK-10409,RTGS-OUT/UTR-MOCK-10409/TATA COMM SERVICES
BNK-3b3e5990,2026-07-30,444049.26,UTR-MOCK-10067,NEFT/UTR-MOCK-10067/GITHUB INC/INV-10067
BNK-3e51cbfc,2026-07-29,108003.3,UTR-MOCK-10230,NEFT/UTR-MOCK-10230/ATLASSIAN JIRA/INV-10230
BNK-18fb96da,2026-08-01,82571.33,UTR-MOCK-10430,NEFT/UTR-MOCK-10430/RAZORPAY/INV-10430
BNK-90134110,2026-07-28,135189.79,UTR-MOCK-10384,UPI/CR/UTR-MOCK-10384/AMAZON WEB/PAYMENT
BNK-2e2f0cbc,2026-08-11,31872.89,UTR-MOCK-10139,NEFT/UTR-MOCK-10139/NOTION HQ/INV-10139
BNK-5d6e3538,2026-08-12,385452.77,UTR-MOCK-10030,NEFT/UTR-MOCK-10030/BHARTI AIRTEL/INV-10030
BNK-1bee8475,2026-08-03,277224.34,UTR-MOCK-10065,NEFT/UTR-MOCK-10065/GOOGLE WORKSPACE/INV-10065
BNK-b49b6caa,2026-08-08,13746.85,UTR-MOCK-10417,NEFT/UTR-MOCK-10417/MSFT AZURE/INV-10417
BNK-001dce10,2026-08-03,132812.99,UTR-MOCK-10241,NEFT/UTR-MOCK-10241/GOOGLE WORKSPACE/INV-10241
BNK-5c253826,2026-08-04,27380.44,UTR-MOCK-10050,NEFT/UTR-MOCK-10050/RAZORPAY/INV-10050
BNK-8c76a438,2026-07-30,68366.54,UTR-MOCK-10288,NEFT/UTR-MOCK-10288/PWC CONSULTING/INV-10288
BNK-eb14b8da,2026-08-13,12099.06,UTR-MOCK-10424-DUP,NEFT/UTR-MOCK-10424/ZOHO CORP/INV-10424 RE-POST
BNK-2293819a,2026-08-19,238161.38,UTR-MOCK-10282,NEFT/UTR-MOCK-10282/RAZORPAY/INV-10282
BNK-5d34724c,2026-08-14,173522.19,UTR-MOCK-10482,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10482/UNRECORDED
BNK-30c7bc8b,2026-07-28,338118.55,UTR-MOCK-10237,NEFT/UTR-MOCK-10237/NOTION HQ/INV-10237
BNK-bbf46291,2026-08-19,90772.11,UTR-MOCK-10491,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10491/UNRECORDED
BNK-5c6d1ea1,2026-08-13,-17640.31,UTR-MOCK-10473,REFUND/CR/UTR-MOCK-10473/GITHUB INC/OVERPAYMENT REVERSAL
BNK-7d935172,2026-07-22,66540.46,UTR-MOCK-10024,NEFT/UTR-MOCK-10024/SLACK TECH/INV-10024
BNK-e6f5622a,2026-08-08,206517.9,UTR-MOCK-10246,NEFT/UTR-MOCK-10246/SLACK TECH/INV-10246
BNK-4f7dc9ce,2026-08-05,214026.79,UTR-MOCK-10283,NEFT/UTR-MOCK-10283/SWIGGY B2B/INV-10283
BNK-1cae799c,2026-08-13,1121,UTR-MOCK-10448,CHG/CMS MONTHLY MAINTENANCE CHARGES/REF-10448
BNK-010472b8,2026-07-29,4327.72,UTR-MOCK-10450,CHG/CURRENT ACCOUNT QUARTERLY LEDGER FOLIO CHG/REF-10450
BNK-c6d336c9,2026-07-28,239723.05,UTR-MOCK-10224,NEFT/UTR-MOCK-10224/FRESHWORKS/INV-10224
BNK-07aa9f71,2026-07-27,420575.88,UTR-MOCK-10226,NEFT/UTR-MOCK-10226/STRIPE PAY/INV-10226
BNK-23af8d52,2026-08-16,22632.89,UTR-MOCK-10339,ACH-DR/UTR-MOCK-10339/RAZORPAY/BILL-10339
BNK-de42a7dc,2026-08-08,299544.38,UTR-MOCK-10078,NEFT/UTR-MOCK-10078/ATLASSIAN JIRA/INV-10078
BNK-eaf407c2,2026-08-17,409683.7,UTR-MOCK-10231,NEFT/UTR-MOCK-10231/SWIGGY B2B/INV-10231
BNK-32eb77da,2026-08-14,-6046.37,UTR-MOCK-10475,REFUND/CR/UTR-MOCK-10475/GITHUB INC/OVERPAYMENT REVERSAL
BNK-96f331ca,2026-08-20,173543.14,UTR-MOCK-10153,NEFT/UTR-MOCK-10153/AWS CLOUD/INV-10153
BNK-7da6dd2b,2026-08-06,210797.35,UTR-MOCK-10158,NEFT/UTR-MOCK-10158/UBER BIZ/INV-10158
BNK-ce02b1e0,2026-08-09,181707.87,UTR-MOCK-10406,RTGS-OUT/UTR-MOCK-10406/MSFT AZURE SERVICES
BNK-de9684f4,2026-08-10,-32994.83,UTR-MOCK-10477,REFUND/CR/UTR-MOCK-10477/BHARTI AIRTEL/OVERPAYMENT REVERSAL
BNK-9765a640,2026-08-12,71079.12,UTR-MOCK-10294,NEFT/UTR-MOCK-10294/GITHUB INC/INV-10294
BNK-3938be5e,2026-07-26,398180.73,UTR-MOCK-10272,NEFT/UTR-MOCK-10272/MSFT AZURE/INV-10272
BNK-5e2ffd6a,2026-08-07,-41252.16,UTR-MOCK-10479,REFUND/CR/UTR-MOCK-10479/PWC CONSULTING/OVERPAYMENT REVERSAL
BNK-ea1ffe22,2026-08-01,402758.53,UTR-MOCK-10205,NEFT/UTR-MOCK-10205/AWS CLOUD/INV-10205
BNK-55aff498,2026-08-20,387078.63,UTR-MOCK-10112,NEFT/UTR-MOCK-10112/NOTION HQ/INV-10112
BNK-843e71ac,2026-08-10,409435.29,UTR-MOCK-10250,NEFT/UTR-MOCK-10250/TATA COMM/INV-10250
BNK-239e1c19,2026-07-24,202071.61,UTR-MOCK-10271,NEFT/UTR-MOCK-10271/MSFT AZURE/INV-10271
BNK-a8bdf8fb,2026-08-20,84538.91,UTR-MOCK-10371,RTGS-OUT/UTR-MOCK-10371/AWS CLOUD SERVICES
BNK-95899636,2026-07-24,217791.67,UTR-MOCK-10375,UPI/CR/UTR-MOCK-10375/GITHUB ENT/PAYMENT
BNK-18d9cda9,2026-07-23,334106.41,UTR-MOCK-10305,NEFT/UTR-MOCK-10305/STRIPE PAY/INV-10305
BNK-6d6f27c3,2026-08-07,61732.76,UTR-MOCK-10245,NEFT/UTR-MOCK-10245/TATA COMM/INV-10245
BNK-5d24e917,2026-07-31,46522.06,UTR-MOCK-10236,NEFT/UTR-MOCK-10236/UBER BIZ/INV-10236
BNK-b9b6c9c6,2026-08-08,160456.79,UTR-MOCK-10346,RTGS-OUT/UTR-MOCK-10346/GOOGLE WORKSPACE SERVICES
BNK-3a3b7890,2026-08-07,52460.93,UTR-MOCK-10486,DIRECT-TRANSFER/MISC-EQUIPMENT-EXPENSE/UTR-MOCK-10486/UNRECORDED
BNK-fd036def,2026-08-18,259259.62,UTR-MOCK-10117,NEFT/UTR-MOCK-10117/UBER BIZ/INV-10117
BNK-297aba6d,2026-08-06,149862.82,UTR-MOCK-10275,NEFT/UTR-MOCK-10275/UBER BIZ/INV-10275
BNK-fef528c4,2026-08-20,418639.09,UTR-MOCK-10076,NEFT/UTR-MOCK-10076/TATA COMM/INV-10076
BNK-5db57838,2026-08-16,315316.84,UTR-MOCK-10084,NEFT/UTR-MOCK-10084/ATLASSIAN JIRA/INV-10084
BNK-e8a79ab0,2026-08-16,320806.32,UTR-MOCK-10180,NEFT/UTR-MOCK-10180/PWC CONSULTING/INV-10180
BNK-83771808,2026-07-29,288.72,UTR-MOCK-10457,CHG/BULK RTGS PROCESSING CHARGE/REF-10457
BNK-81599336,2026-08-13,66135.04,UTR-MOCK-10440-DUP,NEFT/UTR-MOCK-10440/TATA COMM/INV-10440 RE-POST
BNK-cd413bbf,2026-08-19,222791.54,UTR-MOCK-10073,NEFT/UTR-MOCK-10073/PWC CONSULTING/INV-10073
BNK-9ebdc047,2026-08-06,157900.72,UTR-MOCK-10290,NEFT/UTR-MOCK-10290/AWS CLOUD/INV-10290
BNK-40a85edd,2026-08-04,145930.64,UTR-MOCK-10100,NEFT/UTR-MOCK-10100/NOTION HQ/INV-10100
BNK-8b800df6,2026-08-02,236397.47,UTR-MOCK-10039,NEFT/UTR-MOCK-10039/UBER BIZ/INV-10039
BNK-86f2eefe,2026-07-31,336891.99,UTR-MOCK-10265,NEFT/UTR-MOCK-10265/HUBSPOT MARKETING/INV-10265
BNK-d7d45453,2026-08-06,745,UTR-MOCK-10463,CHG/IMPS OUTWARD TXN CONVENIENCE FEE + GST/REF-10463
BNK-c985b465,2026-07-20,92803.46,UTR-MOCK-10369,UPI/CR/UTR-MOCK-10369/RAZORPAY S/PAYMENT
BNK-0f26ca67,2026-07-28,21974.97,UTR-MOCK-10170,NEFT/UTR-MOCK-10170/ZOHO CORP/INV-10170
BNK-a7be18e0,2026-08-22,140608.79,UTR-MOCK-10399,UPI/CR/UTR-MOCK-10399/AMAZON WEB/PAYMENT
BNK-4f1d0278,2026-08-01,220703.86,UTR-MOCK-10040,NEFT/UTR-MOCK-10040/SLACK TECH/INV-10040
BNK-8c2d7578,2026-08-04,281685.87,UTR-MOCK-10191,NEFT/UTR-MOCK-10191/HUBSPOT MARKETING/INV-10191
BNK-61093fa0,2026-08-05,47096.91,UTR-MOCK-10167,NEFT/UTR-MOCK-10167/GOOGLE WORKSPACE/INV-10167
